Date,Open,High,Low,Close,Volume,Adj Close
2010-02-22,111.550003,111.58000200000001,110.83000200000001,111.160004,132346900,97.39108900000001
2010-02-23,110.860001,111.199997,109.519997,109.809998,207497000,96.208303
2010-02-24,110.139999,111.0,109.860001,110.82,176350700,97.0932
2010-02-25,109.239998,110.75,108.940002,110.66999799999999,259634700,96.961779
2010-02-26,110.769997,111.120003,110.110001,110.739998,173589300,97.023108
2010-03-01,111.199997,112.0,111.16999799999999,111.889999,147709700,98.030664
2010-03-02,112.370003,112.739998,112.0,112.199997,160992400,98.302263
2010-03-03,112.489998,112.970001,112.019997,112.300003,150785000,98.389882
2010-03-04,112.449997,112.800003,112.029999,112.639999,135770400,98.687764
2010-03-05,113.370003,114.339996,113.099998,114.25,176118800,100.098341
2010-03-08,114.260002,114.519997,114.07,114.269997,114631200,100.115861
2010-03-09,113.93,114.989998,113.870003,114.459999,154556700,100.282328
2010-03-10,114.510002,115.279999,114.410004,114.970001,186088800,100.729159
2010-03-11,114.699997,115.480003,114.349998,115.449997,160791100,101.1497
2010-03-12,115.949997,115.970001,115.139999,115.459999,162074800,101.158463
2010-03-15,115.260002,115.57,114.599998,115.489998,146816800,101.18474599999999
2010-03-16,115.809998,116.519997,115.489998,116.410004,168673000,101.990794
2010-03-17,116.760002,117.480003,116.41999799999999,117.099998,177468100,102.595322
2010-03-18,117.110001,117.269997,116.57,117.040001,196509100,102.542757
2010-03-19,115.970001,117.290001,115.519997,115.970001,226641100,102.023705
2010-03-22,115.309998,116.800003,115.239998,116.589996,184477800,102.56914
2010-03-23,116.760002,117.510002,116.379997,117.410004,182941600,103.290536
2010-03-24,116.970001,117.43,115.58000200000001,116.839996,196072600,102.789076
2010-03-25,117.629997,118.16999799999999,116.510002,116.650002,223396300,102.62193
2010-03-26,116.870003,117.41999799999999,116.120003,116.58000200000001,205808500,102.560348
2010-03-29,117.16999799999999,117.529999,116.690002,117.32,134513500,103.21135500000001
2010-03-30,117.459999,117.83000200000001,116.910004,117.400002,145772500,103.281736
2010-03-31,116.949997,117.519997,116.610001,117.0,161078700,102.929838
2010-04-01,117.800003,118.25,117.099998,117.800003,161215200,103.633634
2010-04-05,118.25,118.839996,117.91999799999999,118.760002,105847600,104.478186
2010-04-06,118.41999799999999,119.25,118.290001,119.040001,110384200,104.724513
2010-04-07,118.800003,119.360001,117.809998,118.360001,184576300,104.126288
2010-04-08,117.949997,118.970001,117.599998,118.769997,158704000,104.486979
2010-04-09,119.019997,119.599998,118.800003,119.550003,133006500,105.17318300000001
2010-04-12,119.699997,120.050003,119.559998,119.739998,110279000,105.34033000000001
2010-04-13,119.620003,120.040001,119.0,119.83000200000001,125043600,105.41951
2010-04-14,120.269997,121.190002,120.08000200000001,121.190002,161609000,106.61596000000002
2010-04-15,120.989998,121.57,120.949997,121.290001,144615300,106.703933
2010-04-16,120.860001,121.290001,118.75,119.360001,366786700,105.00603000000001
2010-04-19,119.010002,119.93,118.470001,119.809998,217947800,105.40191100000001
2010-04-20,120.559998,120.980003,119.870003,120.879997,157708000,106.343235
2010-04-21,120.949997,121.230003,119.989998,120.660004,192910100,106.149698
2010-04-22,119.809998,121.16999799999999,119.120003,121.019997,115360300,106.466399
2010-04-23,120.940002,121.860001,120.629997,121.809998,177335500,107.161396
2010-04-26,121.849998,122.120003,121.230003,121.349998,143457300,106.75671499999999
2010-04-27,120.650002,121.339996,118.25,118.480003,355853300,104.231859
2010-04-28,119.050003,119.68,118.269997,119.379997,300674100,105.023622
2010-04-29,120.099998,121.110001,120.07,120.860001,193775000,106.325643
2010-04-30,120.879997,121.010002,118.779999,118.809998,270000900,104.52216899999999
2010-05-03,119.379997,120.68,119.199997,120.349998,182747900,105.87697299999999
2010-05-04,119.010002,119.029999,116.91999799999999,117.519997,360353400,103.38730100000001
2010-05-05,116.559998,117.800003,115.970001,116.82,328973200,102.771484
2010-05-06,116.260002,117.0,105.0,112.940002,647356600,99.358087
2010-05-07,112.639999,113.769997,109.410004,111.260002,637558800,97.88011999999999
2010-05-10,115.809998,116.650002,114.910004,116.160004,396159600,102.19085799999999
2010-05-11,115.07,117.360001,114.910004,115.83000200000001,317849800,101.900541
2010-05-12,116.290001,117.620003,116.089996,117.449997,235607100,103.32571899999999
2010-05-13,117.129997,117.68,115.889999,115.989998,234452500,102.041296
2010-05-14,115.120003,115.33000200000001,112.870003,113.889999,345601400,100.193839
2010-05-17,114.199997,114.519997,111.769997,113.949997,325739800,100.246622
2010-05-18,114.879997,115.220001,112.029999,112.400002,360556800,98.883025
2010-05-19,111.769997,112.769997,110.360001,111.760002,394742700,98.319991
2010-05-20,109.379997,109.889999,107.470001,107.540001,530418300,94.607478
2010-05-21,105.910004,109.379997,105.360001,109.110001,500909400,95.98867299999999
2010-05-24,108.519997,109.389999,107.610001,107.709999,269823000,94.757032
2010-05-25,105.110001,107.870003,104.379997,107.82,396505200,94.853804
2010-05-26,108.480003,109.470001,106.849998,107.16999799999999,349719300,94.281971
2010-05-27,109.190002,110.800003,108.779999,110.760002,300870500,97.440249
2010-05-28,110.639999,110.720001,108.849998,109.370003,297933500,96.217407
2010-06-01,108.349998,109.949997,107.370003,107.529999,277909400,94.598678
2010-06-02,108.08000200000001,110.339996,107.510002,110.33000200000001,240243700,97.061959
2010-06-03,110.650002,111.059998,109.58000200000001,110.709999,226618300,97.396259
2010-06-04,108.610001,109.33000200000001,106.459999,106.82,398475600,93.974062
2010-06-07,107.199997,107.610001,105.410004,105.489998,264609100,92.80400300000001
2010-06-08,105.57,106.83000200000001,104.650002,106.620003,357774300,93.79811600000001
2010-06-09,107.239998,108.279999,105.599998,106.050003,268023300,93.296664
2010-06-10,107.860001,109.279999,106.040001,109.150002,317890600,96.023863
2010-06-11,108.190002,109.75,108.120003,109.68,214128200,96.490125
2010-06-14,110.519997,111.120003,109.400002,109.510002,207196100,96.340571
2010-06-15,110.279999,112.099998,110.089996,112.0,238268700,98.531127
2010-06-16,111.41999799999999,112.41999799999999,111.199997,111.959999,216374000,98.495936
2010-06-17,112.279999,112.33000200000001,111.050003,112.139999,263185800,98.65429
2010-06-18,111.83000200000001,112.129997,111.370003,111.730003,174006600,98.761252
2010-06-21,113.120003,113.199997,110.790001,111.410004,213140700,98.47839499999999
2010-06-22,111.410004,111.900002,109.410004,109.57,239355400,96.851965
2010-06-23,109.639999,110.029999,108.480003,109.230003,254639900,96.55143199999999
2010-06-24,108.690002,108.83000200000001,107.139999,107.41999799999999,268523600,94.95151899999999
2010-06-25,107.739998,108.41999799999999,106.769997,107.870003,238726500,95.34929
2010-06-28,108.029999,108.32,107.139999,107.529999,169218600,95.048751
2010-06-29,106.019997,107.510002,103.550003,104.209999,373649500,92.114111
2010-06-30,103.91999799999999,104.879997,102.879997,103.220001,284101700,91.239025
2010-07-01,103.150002,103.489998,101.129997,102.760002,382924800,90.83241899999999
2010-07-02,103.110001,103.41999799999999,101.620003,102.199997,233385200,90.33741500000001
2010-07-06,103.639999,104.370003,101.879997,102.870003,256935300,90.929651
2010-07-07,103.129997,106.239998,103.019997,106.110001,253769400,93.793575
2010-07-08,107.0,107.279999,105.910004,107.160004,210842100,94.72170200000001
2010-07-09,107.129997,107.970001,106.93,107.959999,144999900,95.42884000000001
2010-07-12,107.599998,108.239998,107.150002,108.029999,131283600,95.49071500000001
2010-07-13,109.150002,110.089996,108.93,109.660004,213025900,96.931522
2010-07-14,109.309998,110.08000200000001,108.860001,109.650002,184426800,96.92268100000001
2010-07-15,109.610001,110.059998,108.16999799999999,109.68,232337900,96.949197
2010-07-16,109.089996,109.209999,106.449997,106.660004,282693400,94.279738
2010-07-19,107.050003,107.629997,106.220001,107.290001,186709000,94.83661
2010-07-20,105.870003,108.559998,105.82,108.480003,258162400,95.888487
2010-07-21,109.040001,109.07,106.629997,107.07,264527000,94.642145
2010-07-22,108.339996,109.940002,108.33000200000001,109.459999,274781300,96.75473199999999
2010-07-23,109.239998,110.57,108.93,110.410004,222020800,97.59446700000001
2010-07-26,110.599998,111.66999799999999,110.290001,111.559998,184445700,98.610979
2010-07-27,112.16999799999999,112.290001,111.110001,111.550003,204855600,98.602145
2010-07-28,111.32,111.660004,110.459999,110.83000200000001,163056200,97.965716
2010-07-29,111.519997,111.82,109.410004,110.290001,220149100,97.488394
2010-07-30,109.16999799999999,110.860001,108.980003,110.269997,220070600,97.470711
2010-08-02,111.989998,112.940002,111.540001,112.760002,188263200,99.671696
2010-08-03,112.480003,112.769997,111.849998,112.220001,146657300,99.194375
2010-08-04,112.529999,113.110001,112.160004,112.970001,158171700,99.85732
2010-08-05,112.25,112.910004,112.08000200000001,112.849998,140473800,99.75124699999999
2010-08-06,111.739998,112.57,110.91999799999999,112.389999,239728300,99.34464100000001
2010-08-09,112.91999799999999,113.18,112.32,112.989998,120800400,99.874996
2010-08-10,112.029999,112.980003,111.370003,112.379997,242916300,99.3358
2010-08-11,110.650002,110.690002,109.120003,109.300003,273406900,96.61330699999999
2010-08-12,107.650002,109.019997,107.599998,108.629997,239542600,96.02107
2010-08-13,108.290001,108.959999,108.18,108.309998,158698500,95.738214
2010-08-16,107.57,108.610001,107.18,108.260002,147895300,95.69402099999999
2010-08-17,109.190002,110.389999,108.879997,109.589996,172270300,96.86964
2010-08-18,109.540001,110.379997,108.910004,109.790001,182922100,97.04643
2010-08-19,109.220001,109.489998,107.43,107.879997,265847600,95.358125
2010-08-20,107.559998,107.940002,106.75,107.529999,209714200,95.048751
2010-08-23,108.040001,108.57,107.07,107.120003,163490300,94.68634399999999
2010-08-24,105.949997,106.389999,104.970001,105.529999,280677800,93.280896
2010-08-25,104.949997,106.339996,104.290001,105.940002,272234800,93.643309
2010-08-26,106.440002,106.58000200000001,104.879997,105.230003,224439500,93.015721
2010-08-27,105.889999,106.970001,104.309998,106.860001,272649000,94.456521
2010-08-30,106.58000200000001,106.910004,105.300003,105.309998,167238600,93.086431
2010-08-31,104.91999799999999,105.980003,104.489998,105.309998,273933100,93.086431
2010-09-01,106.730003,108.610001,106.660004,108.459999,256828100,95.870804
2010-09-02,108.720001,109.489998,108.489998,109.470001,156112200,96.763573
2010-09-03,110.540001,110.989998,109.949997,110.889999,212197300,98.018749
2010-09-07,110.370003,110.510002,109.550003,109.639999,141973700,96.913839
2010-09-08,109.860001,110.849998,109.809998,110.410004,149924400,97.59446700000001
2010-09-09,111.650002,111.68,110.620003,110.91999799999999,147017900,98.045266
2010-09-10,111.120003,111.610001,110.870003,111.480003,127819000,98.54026999999999
2010-09-13,112.58000200000001,112.949997,112.129997,112.720001,178503500,99.636338
2010-09-14,112.5,113.290001,112.08000200000001,112.650002,209823600,99.574464
2010-09-15,112.32,113.209999,111.980003,113.08000200000001,168608400,99.954553
2010-09-16,112.730003,113.120003,112.349998,113.050003,199962900,99.92803599999999
2010-09-17,113.040001,113.150002,112.18,112.489998,195836900,99.965356
2010-09-20,112.879997,114.459999,112.519997,114.209999,214555200,101.493853
2010-09-21,114.300003,114.839996,113.510002,113.980003,268389100,101.289465
2010-09-22,113.800003,114.440002,113.099998,113.41999799999999,191322400,100.79181
2010-09-23,112.489998,113.66999799999999,112.18,112.5,202354300,99.974245
2010-09-24,113.75,114.900002,113.650002,114.82,209671800,102.03593599999999
2010-09-27,114.860001,114.989998,114.160004,114.269997,128761800,101.54717
2010-09-28,114.41999799999999,115.040001,113.18,114.66999799999999,209207500,101.902635
2010-09-29,114.379997,114.910004,114.019997,114.470001,179665800,101.724906
2010-09-30,115.050003,115.790001,113.589996,114.129997,287106700,101.422758
2010-10-01,114.989998,115.120003,113.93,114.610001,174638700,101.84931800000001
2010-10-04,114.370003,114.849998,113.18,113.75,166153200,101.08507
2010-10-05,114.800003,116.32,114.66999799999999,116.040001,229634100,103.120102
2010-10-06,116.019997,116.33000200000001,115.559998,116.029999,148626600,103.111213
2010-10-07,116.5,116.529999,115.190002,115.889999,164860000,102.986802
2010-10-08,116.050003,116.860001,115.610001,116.540001,177760100,103.564432
2010-10-11,116.720001,116.970001,116.25,116.650002,103098300,103.662185
2010-10-12,116.269997,117.349998,115.650002,117.010002,182210000,103.98210300000001
2010-10-13,117.660004,118.550003,117.379997,117.91999799999999,194347200,104.79078
2010-10-14,117.809998,118.010002,116.720001,117.459999,217764300,104.381997
2010-10-15,118.279999,118.349998,116.760002,117.699997,243705000,104.595274
2010-10-18,117.739998,118.66999799999999,117.309998,118.279999,141204800,105.110698
2010-10-19,117.190002,117.849998,116.019997,116.730003,280604700,103.73327900000001
2010-10-20,116.940002,118.440002,116.870003,117.870003,200051800,104.746351
2010-10-21,118.400002,119.089996,117.209999,118.129997,221585500,104.977398
2010-10-22,118.309998,118.529999,118.0,118.349998,108212400,105.172904
2010-10-25,119.139999,119.760002,118.610001,118.699997,151145700,105.483934
2010-10-26,118.099998,118.839996,117.870003,118.720001,158982900,105.50171100000001
2010-10-27,117.889999,118.510002,117.260002,118.379997,190024000,105.19956299999998
2010-10-28,119.059998,119.110001,117.83000200000001,118.400002,168576000,105.21734
2010-10-29,118.279999,118.720001,118.07,118.489998,144305500,105.297316
2010-11-01,119.07,119.75,117.849998,118.529999,174074800,105.33286299999999
2010-11-02,119.41999799999999,119.75,119.099998,119.470001,158345900,106.16820600000001
2010-11-03,119.68,120.019997,118.449997,119.949997,226702800,106.59475900000001
2010-11-04,121.279999,122.32,119.970001,122.260002,215039400,108.64756799999999
2010-11-05,122.339996,122.91999799999999,122.18,122.720001,180654100,109.056351
2010-11-08,122.339996,122.690002,121.940002,122.489998,156107100,108.851956
2010-11-09,122.82,122.949997,121.120003,121.610001,186621600,108.069938
2010-11-10,121.58000200000001,122.160004,120.660004,122.099998,221387400,108.505379
2010-11-11,121.050003,121.82,120.68,121.639999,158017600,108.09659599999999
2010-11-12,120.82,121.349998,119.650002,120.199997,239068800,106.816924
2010-11-15,120.58000200000001,121.050003,119.980003,120.029999,163940800,106.665853
2010-11-16,119.290001,119.489998,117.589996,118.160004,299566200,105.00406299999999
2010-11-17,118.209999,118.709999,117.860001,118.220001,172308900,105.057381
2010-11-18,119.360001,120.389999,119.349998,119.959999,197723700,106.603647
2010-11-19,119.900002,120.339996,119.25,120.290001,156852900,106.89690700000001
2010-11-22,119.690002,120.239998,118.769997,120.190002,181361000,106.80804199999999
2010-11-23,118.769997,119.019997,117.989998,118.449997,222309000,105.261769
2010-11-24,119.199997,120.230003,119.18,120.199997,140046100,106.816924
2010-11-26,119.160004,119.809998,118.800003,118.800003,76007800,105.572805
2010-11-29,118.5,119.480003,117.739998,119.160004,223642300,105.892723
2010-11-30,117.980003,119.16999799999999,117.809998,118.489998,233930700,105.297316
2010-12-01,120.199997,121.239998,120.190002,121.010002,221037200,107.53674299999999
2010-12-02,121.199997,122.650002,121.129997,122.559998,191213600,108.914162
2010-12-03,122.139999,123.029999,122.110001,122.889999,151288900,109.207421
2010-12-06,122.629997,123.040001,122.5,122.760002,103050500,109.091898
2010-12-07,123.940002,124.010002,122.760002,122.83000200000001,206581000,109.154104
2010-12-08,122.980003,123.379997,122.410004,123.279999,138019200,109.55399799999999
2010-12-09,123.970001,124.019997,123.150002,123.760002,123705100,109.980558
2010-12-10,124.139999,124.599998,123.730003,124.480003,117571700,110.62039399999999
2010-12-13,125.050003,125.199997,124.519997,124.559998,133812700,110.69148200000001
2010-12-14,124.75,125.230003,124.290001,124.66999799999999,147249600,110.789235
2010-12-15,124.440002,124.93,123.889999,124.099998,160823100,110.282699
2010-12-16,124.18,124.910004,123.75,124.82,185035200,110.92253500000001
2010-12-17,124.08000200000001,124.459999,123.82,124.300003,141075300,111.041349
2010-12-20,124.639999,124.900002,123.980003,124.599998,119085500,111.309345
2010-12-21,124.989998,125.470001,124.870003,125.389999,94965500,112.015079
2010-12-22,125.480003,125.82,125.410004,125.779999,78878100,112.363478
2010-12-23,125.639999,125.779999,125.290001,125.599998,70053700,112.202678
2010-12-27,125.129997,125.769997,125.040001,125.650002,58126000,112.24734699999999
